id,Response
210754,1.0
220321,0.0
90975,1.0
64680,0.0
224722,0.0
354400,1.0
106365,1.0
253045,0.0
124092,0.0
124749,0.0
295030,0.0
365763,1.0
368487,0.0
102010,0.0
374040,0.0
145993,1.0
259033,1.0
175352,0.0
191144,1.0
252510,1.0
187699,1.0
153961,0.0
239917,0.0
267229,0.0
264052,0.0
120024,1.0
193288,1.0
16577,0.0
242479,0.0
28615,1.0
117263,0.0
376070,0.0
62871,0.0
180753,0.0
74705,1.0
178019,1.0
13038,0.0
315362,1.0
360960,1.0
133832,1.0
35063,1.0
21895,1.0
88883,0.0
67237,0.0
215581,1.0
238963,1.0
46073,1.0
202856,1.0
103299,1.0
151607,1.0
120854,0.0
232600,0.0
27198,0.0
29596,0.0
208635,0.0
306004,0.0
270108,1.0
312470,1.0
328073,1.0
132078,0.0
373579,1.0
305583,1.0
346150,0.0
174679,0.0
206134,0.0
285265,0.0
113586,1.0
84152,1.0
153696,0.0
174166,0.0
307421,0.0
88280,0.0
44924,1.0
203898,1.0
182001,1.0
68410,0.0
19272,0.0
105516,1.0
113762,1.0
132915,1.0
258112,0.0
40249,1.0
213178,1.0
107915,0.0
259373,1.0
214335,1.0
293853,1.0
33311,0.0
203091,1.0
38717,0.0
5568,1.0
102639,1.0
269555,0.0
151246,1.0
216188,0.0
282425,1.0
124643,0.0
76940,0.0
291571,0.0
83921,0.0
211119,1.0
322716,1.0
339959,1.0
288154,0.0
320861,1.0
327998,0.0
325562,1.0
323713,1.0
89646,1.0
110213,0.0
43824,0.0
59693,1.0
124517,0.0
165715,1.0
129227,1.0
204793,0.0
174522,0.0
213947,0.0
80838,1.0
125894,0.0
72501,0.0
177489,1.0
198407,0.0
135096,1.0
161167,1.0
74658,2.0
251067,0.0
173319,1.0
239049,1.0
259833,0.0
189386,0.0
4489,1.0
226768,0.0
188942,0.0
3500,0.0
29010,1.0
284975,0.0
197552,0.0
291686,1.0
312082,0.0
373243,0.0
99659,0.0
67993,0.0
32238,0.0
9166,0.0
355030,1.0
136518,1.0
377129,2.0
56782,1.0
112679,1.0
283305,1.0
257762,1.0
154388,0.0
347092,1.0
201227,0.0
116797,1.0
363852,0.0
63179,0.0
331462,1.0
37010,0.0
268798,1.0
196447,0.0
321490,1.0
51888,1.0
73405,0.0
214899,1.0
53721,1.0
168091,2.0
338638,0.0
165100,1.0
117688,1.0
308333,1.0
366037,1.0
255004,1.0
82045,0.0
241761,0.0
317498,1.0
6798,1.0
131662,1.0
171928,1.0
147413,1.0
28033,1.0
374172,1.0
341252,1.0
193202,1.0
65226,1.0
327292,0.0
11383,1.0
57794,0.0
379256,0.0
129425,0.0
45689,1.0
188370,0.0
43918,0.0
251608,1.0
241675,1.0
353112,1.0
332309,0.0
205224,0.0
4825,0.0
120350,0.0
100447,1.0
94613,0.0
322386,0.0
227100,1.0
100710,0.0
266690,1.0
18693,0.0
369813,0.0
262931,1.0
311500,0.0
319935,1.0
166910,0.0
91526,0.0
324327,0.0
295899,1.0
265839,1.0
209327,1.0
11777,0.0
117488,1.0
127384,1.0
71525,0.0
377653,1.0
283519,0.0
189766,1.0
318129,0.0
223780,1.0
378957,0.0
211662,0.0
173375,0.0
120470,0.0
257402,1.0
318891,1.0
180310,0.0
102362,1.0
71992,0.0
124424,0.0
1786,0.0
50047,0.0
224782,0.0
122318,0.0
147899,1.0
121155,0.0
378566,1.0
177768,0.0
254662,1.0
172845,0.0
155822,1.0
323277,1.0
373674,1.0
149363,1.0
34500,1.0
96098,1.0
267609,1.0
326325,1.0
277391,1.0
272980,1.0
191991,0.0
21436,1.0
333924,1.0
230594,1.0
314173,0.0
12050,0.0
164210,0.0
13556,0.0
101018,0.0
330367,1.0
337721,0.0
192736,1.0
167923,1.0
18687,0.0
259919,0.0
66859,1.0
292417,0.0
274854,0.0
340310,0.0
95041,1.0
131645,1.0
121711,0.0
341681,1.0
74955,1.0
8127,1.0
327821,1.0
142385,0.0
43173,0.0
327020,1.0
170883,0.0
288653,0.0
25388,2.0
208953,2.0
150665,0.0
62353,2.0
70491,0.0
87215,0.0
269767,1.0
311955,0.0
243083,1.0
152612,0.0
211867,0.0
362229,0.0
20018,1.0
201350,1.0
167202,0.0
302868,1.0
348348,0.0
73940,1.0
107349,1.0
292788,0.0
15980,0.0
139001,0.0
154523,0.0
314608,0.0
46302,1.0
315065,2.0
103318,1.0
185484,0.0
16509,1.0
291390,0.0
133575,0.0
197487,1.0
344692,1.0
125603,0.0
296476,1.0
191166,0.0
201572,0.0
66959,1.0
84399,0.0
9644,0.0
276979,1.0
198786,0.0
380826,1.0
137481,1.0
298166,1.0
221979,0.0
157506,1.0
218849,0.0
203286,0.0
112260,1.0
174248,0.0
97985,0.0
182350,1.0
122755,0.0
237836,1.0
114155,1.0
85286,1.0
188601,0.0
78487,0.0
329942,0.0
2292,1.0
246895,0.0
207,0.0
282561,0.0
230255,1.0
153128,1.0
336661,1.0
264306,0.0
193965,1.0
357680,2.0
214142,0.0
268855,0.0
69538,0.0
296804,1.0
215667,1.0
360610,1.0
242930,0.0
69350,1.0
276151,0.0
176424,0.0
156348,1.0
29159,1.0
8458,1.0
128456,1.0
340489,0.0
331083,0.0
6,1.0
207883,1.0
356025,1.0
272975,0.0
348715,0.0
33966,1.0
243726,0.0
239264,0.0
221322,0.0
351920,0.0
247069,1.0
187099,0.0
149735,1.0
191632,0.0
343172,0.0
220849,1.0
348418,1.0
118259,1.0
271276,0.0
25247,1.0
25443,0.0
283868,0.0
84271,1.0
375405,0.0
11400,0.0
207218,0.0
299017,0.0
5643,0.0
324766,1.0
187976,1.0
375251,0.0
50439,1.0
223284,1.0
195987,1.0
220724,1.0
179698,1.0
31640,0.0
320698,1.0
82288,0.0
84880,0.0
18386,1.0
126316,1.0
127983,0.0
368992,0.0
56551,0.0
30957,1.0
338424,1.0
276695,1.0
303761,1.0
360701,1.0
26339,0.0
238021,0.0
233501,0.0
50460,1.0
80478,1.0
228404,1.0
250604,1.0
264396,1.0
175819,0.0
298798,0.0
6795,1.0
45577,0.0
73040,0.0
333056,1.0
202115,1.0
316270,1.0
212827,1.0
67655,1.0
155599,0.0
208145,0.0
53045,0.0
80470,0.0
309277,0.0
289918,0.0
345854,1.0
7419,1.0
346627,1.0
5120,1.0
173161,0.0
347370,0.0
129119,0.0
312266,1.0
368338,1.0
214070,0.0
359336,0.0
282156,1.0
26652,0.0
73454,1.0
210990,1.0
209922,1.0
240218,1.0
21860,1.0
95719,1.0
103273,0.0
251746,1.0
153477,1.0
165564,1.0
92335,1.0
234475,0.0
167914,0.0
344458,1.0
333124,0.0
111512,1.0
221665,0.0
237470,1.0
360725,1.0
102575,1.0
252494,1.0
356824,1.0
207865,1.0
208020,0.0
278936,0.0
305174,1.0
282823,1.0
248114,1.0
328523,1.0
291391,0.0
161800,1.0
153030,0.0
50701,0.0
96070,0.0
29864,2.0
164321,1.0
107599,0.0
115525,0.0
209029,1.0
87894,1.0
94816,0.0
47645,0.0
301000,0.0
362585,0.0
188038,1.0
7626,0.0
251026,2.0
140614,1.0
258903,0.0
202829,0.0
59898,0.0
331222,0.0
270899,1.0
140387,0.0
166168,1.0
291675,0.0
228281,0.0
265267,0.0
321068,0.0
93537,0.0
189132,1.0
74170,1.0
163571,0.0
274074,1.0
116921,0.0
74089,0.0
119673,0.0
375273,1.0
37765,0.0
295098,0.0
60183,0.0
52960,1.0
87092,1.0
145451,0.0
342812,1.0
164771,1.0
76797,0.0
254916,1.0
287730,0.0
157412,0.0
476,0.0
107911,0.0
135039,1.0
278339,0.0
283652,0.0
376620,0.0
273530,1.0
233986,1.0
325511,0.0
38576,0.0
25400,1.0
315888,1.0
341020,1.0
5782,0.0
127969,0.0
195684,1.0
233551,0.0
91247,1.0
334573,1.0
176562,1.0
255607,0.0
213722,1.0
29613,1.0
80147,0.0
364473,1.0
357309,0.0
59477,0.0
279880,1.0
350778,1.0
35463,0.0
265554,1.0
112296,1.0
331220,0.0
201833,0.0
195104,1.0
142414,0.0
25254,2.0
136362,1.0
311606,0.0
166517,0.0
171797,1.0
353560,2.0
323825,1.0
173724,1.0
277708,1.0
43328,1.0
330434,0.0
232785,0.0
3821,0.0
14781,0.0
144122,1.0
263354,0.0
295539,1.0
89832,1.0
268809,0.0
216962,0.0
327340,0.0
287038,1.0
207712,0.0
168770,0.0
285857,0.0
367669,0.0
136553,0.0
325134,1.0
358794,0.0
363069,1.0
179211,0.0
319697,0.0
348828,1.0
10248,1.0
143926,1.0
210425,0.0
321096,0.0
309963,1.0
354239,0.0
135803,0.0
268797,0.0
44925,0.0
99036,0.0
215166,0.0
353533,2.0
86215,0.0
115511,1.0
378956,1.0
40862,1.0
318502,0.0
170495,0.0
96160,1.0
373699,1.0
360519,1.0
215116,1.0
169995,1.0
21993,1.0
80062,1.0
216367,1.0
57551,1.0
297510,1.0
186303,1.0
76823,0.0
304668,1.0
139413,1.0
267476,0.0
159749,0.0
78128,0.0
254128,0.0
322660,0.0
253224,0.0
165084,1.0
226552,0.0
96514,0.0
302299,1.0
351081,1.0
296685,0.0
205725,1.0
13589,0.0
113640,0.0
188751,0.0
272211,0.0
177711,0.0
239132,1.0
366359,1.0
361671,0.0
202928,1.0
304884,1.0
359884,1.0
307043,1.0
278448,1.0
362730,0.0
341735,1.0
158843,0.0
290055,1.0
228236,0.0
237892,0.0
237634,1.0
87153,0.0
51464,1.0
340426,0.0
267162,0.0
136707,1.0
102336,1.0
32399,0.0
6904,0.0
250750,0.0
53866,0.0
380940,1.0
223182,0.0
1896,0.0
353554,0.0
107641,1.0
307760,0.0
293647,1.0
94177,0.0
281047,1.0
7700,1.0
10339,0.0
88362,1.0
180502,0.0
237138,0.0
159664,0.0
245463,1.0
115739,0.0
143417,0.0
210568,1.0
249100,1.0
99902,1.0
366815,1.0
44824,2.0
356133,0.0
290789,1.0
350150,0.0
25391,1.0
198166,0.0
22753,1.0
61395,1.0
192145,1.0
120292,0.0
341806,0.0
194589,1.0
288771,0.0
313246,2.0
13140,1.0
303088,1.0
316221,0.0
153479,1.0
296391,1.0
144778,0.0
322092,1.0
116793,0.0
139004,1.0
30487,1.0
362049,1.0
148560,1.0
173452,1.0
373757,0.0
113251,0.0
328649,2.0
184772,1.0
115251,1.0
132725,0.0
216272,0.0
307707,0.0
369374,1.0
46725,0.0
272215,1.0
373181,1.0
307695,0.0
38023,1.0
170975,1.0
329961,0.0
221292,1.0
258919,0.0
365920,1.0
125494,0.0
148876,0.0
44156,1.0
120587,0.0
218425,1.0
113676,1.0
141296,0.0
125881,0.0
346372,0.0
123687,1.0
302342,1.0
274114,0.0
83810,1.0
3105,0.0
53449,1.0
158637,1.0
166800,1.0
147824,0.0
276242,1.0
279277,0.0
147327,1.0
54674,1.0
35870,1.0
227554,1.0
66294,0.0
270809,0.0
36223,1.0
185800,1.0
256359,0.0
217669,0.0
174698,1.0
238416,0.0
320963,0.0
100342,1.0
224463,0.0
266194,1.0
207507,1.0
20630,0.0
125450,0.0
10179,0.0
302671,1.0
182607,0.0
371106,0.0
350489,1.0
210719,1.0
97215,1.0
264516,1.0
351509,0.0
205008,0.0
327194,0.0
12826,0.0
214700,1.0
283005,0.0
318559,1.0
222386,0.0
201643,1.0
378024,0.0
354294,1.0
15633,0.0
149716,1.0
40719,1.0
202602,0.0
24844,1.0
311108,0.0
189954,0.0
168981,0.0
56073,1.0
249914,1.0
90480,0.0
71950,0.0
38584,1.0
15138,0.0
3753,0.0
44349,1.0
197744,0.0
49931,0.0
160167,0.0
198724,0.0
235932,1.0
222624,1.0
377013,0.0
267812,0.0
7420,1.0
348424,0.0
197628,1.0
185200,0.0
324938,0.0
70574,0.0
250623,1.0
82485,0.0
326052,0.0
338492,0.0
219651,0.0
168007,1.0
98758,1.0
197938,1.0
92657,0.0
241502,1.0
160130,1.0
83464,0.0
37304,1.0
203722,0.0
298735,1.0
35181,1.0
230695,1.0
77560,1.0
232855,1.0
366251,0.0
351257,1.0
212554,0.0
91424,0.0
215846,0.0
331787,0.0
56014,1.0
172228,1.0
262097,1.0
275084,1.0
100034,1.0
260298,0.0
250591,0.0
19535,1.0
240132,1.0
362759,0.0
99406,0.0
163451,1.0
216414,0.0
3624,1.0
37164,0.0
372390,0.0
160243,0.0
107275,0.0
344355,1.0
94270,0.0
254841,1.0
244273,1.0
106337,0.0
283719,1.0
139787,1.0
379188,1.0
87294,1.0
40821,0.0
67900,0.0
227261,1.0
349741,0.0
179977,0.0
312130,1.0
126816,0.0
65713,0.0
337280,0.0
200842,1.0
107934,2.0
231019,1.0
218644,0.0
49112,0.0
262918,0.0
263643,0.0
74655,0.0
347785,0.0
261030,1.0
331165,1.0
258069,0.0
312671,0.0
353839,0.0
83491,0.0
51105,1.0
110997,1.0
149041,0.0
118312,0.0
356364,2.0
123619,1.0
268637,1.0
355305,1.0
85870,0.0
172706,1.0
68770,1.0
19026,1.0
134433,0.0
24433,0.0
352231,1.0
166270,0.0
53255,0.0
187229,0.0
60744,0.0
225111,2.0
343799,1.0
58375,0.0
199288,1.0
237779,1.0
267012,1.0
239817,0.0
282229,0.0
13866,1.0
214024,0.0
126475,0.0
343939,1.0
333005,1.0
137264,0.0
18719,1.0
360255,0.0
168644,0.0
282954,1.0
150508,0.0
356774,1.0
379678,1.0
165021,0.0
328561,1.0
283164,1.0
252262,0.0
97055,0.0
42013,1.0
380228,0.0
320585,0.0
105411,1.0
98494,0.0
220117,0.0
371797,0.0
367571,0.0
86862,1.0
69700,1.0
212978,1.0
370365,0.0
21549,1.0
83927,1.0
97038,1.0
257106,1.0
158059,0.0
48535,1.0
206225,1.0
297557,2.0
17190,0.0
78500,1.0
75968,2.0
364737,0.0
276311,0.0
337904,0.0
167474,0.0
46294,1.0
219970,1.0
169529,0.0
161545,0.0
189220,0.0
160695,1.0
158879,2.0
263045,0.0
154165,1.0
360055,1.0
124130,0.0
227904,0.0
266479,0.0
349246,1.0
247658,1.0
318106,1.0
103173,0.0
177239,0.0
212844,0.0
362268,0.0
201091,1.0
11453,1.0
121412,0.0
70846,1.0
333996,1.0
194801,1.0
178000,0.0
118349,2.0
322452,1.0
116240,0.0
141900,1.0
58023,1.0
190189,0.0
237177,0.0
52417,1.0
367775,1.0
309926,1.0
28450,1.0
288916,1.0
207879,0.0
135415,0.0
85182,0.0
173225,2.0
168890,0.0
46341,1.0
102351,0.0
48936,1.0
325118,0.0
222408,1.0
321262,2.0
318276,0.0
294279,0.0
15525,2.0
170778,1.0
35806,0.0
318227,1.0
228658,1.0
68658,1.0
117199,0.0
180178,0.0
182263,0.0
225860,0.0
209039,0.0
331525,1.0
167478,2.0
355801,0.0
51049,1.0
82123,1.0
207258,0.0
347153,0.0
370727,1.0
144509,1.0
116882,0.0
243811,1.0
248829,1.0
74916,0.0
238561,1.0
6201,1.0
98993,0.0
206232,1.0
167475,0.0
330883,1.0
243648,1.0
224259,1.0
368280,0.0
225732,0.0
79903,1.0
341301,0.0
343824,1.0
148175,0.0
189729,1.0
200241,0.0
150902,0.0
380346,0.0
93077,0.0
49131,0.0
62563,1.0
187396,0.0
327567,1.0
215786,0.0
144568,1.0
101393,1.0
114936,0.0
53531,0.0
215363,0.0
192397,0.0
197395,0.0
248735,1.0
243204,2.0
70987,1.0
173930,1.0
162596,0.0
222815,1.0
123007,0.0
135481,1.0
241888,1.0
227580,0.0
230364,1.0
20904,0.0
361015,0.0
315138,0.0
49969,0.0
169468,1.0
198906,1.0
184649,1.0
358303,0.0
186563,0.0
370816,0.0
25979,1.0
310261,1.0
202978,1.0
330537,1.0
128368,0.0
34265,0.0
233196,1.0
150091,0.0
300884,1.0
210116,1.0
316418,0.0
179542,0.0
93738,1.0
26946,0.0
9986,0.0
269535,1.0
130554,1.0
262802,1.0
233711,0.0
142186,1.0
237778,1.0
165897,1.0
112894,0.0
39190,0.0
291335,0.0
344055,1.0
262977,1.0
153971,1.0
88923,0.0
29892,1.0
350603,1.0
193145,0.0
251773,1.0
202883,0.0
353125,0.0
36384,1.0
280852,0.0
251348,1.0
309904,0.0
214485,0.0
285580,1.0
300941,0.0
27224,1.0
3484,1.0
208760,0.0
173364,0.0
175893,0.0
325756,1.0
265675,0.0
193271,0.0
217396,0.0
105745,0.0
197557,1.0
82689,2.0
138603,1.0
165353,1.0
191160,0.0
291428,0.0
4062,1.0
83552,0.0
13324,1.0
89730,1.0
332843,0.0
22496,0.0
252189,0.0
276465,1.0
125696,1.0
14230,1.0
153308,1.0
100836,1.0
329081,1.0
238993,0.0
108273,1.0
99574,0.0
356387,0.0
204005,1.0
110468,0.0
256264,0.0
282180,0.0
239293,1.0
126668,0.0
8161,0.0
155505,1.0
261311,0.0
219167,1.0
1416,0.0
301968,1.0
235547,2.0
359256,1.0
52672,1.0
164861,0.0
204468,1.0
207045,1.0
100776,1.0
330324,1.0
240442,0.0
130291,0.0
229538,1.0
278815,0.0
131851,0.0
349809,1.0
206680,0.0
198945,1.0
64067,1.0
110172,1.0
1531,1.0
219779,1.0
288498,0.0
67648,0.0
334105,1.0
268046,1.0
93308,0.0
343764,0.0
181921,0.0
179380,1.0
205095,1.0
281837,0.0
372711,1.0
27940,1.0
222330,1.0
308293,1.0
246899,1.0
265745,0.0
155902,1.0
104807,0.0
431,1.0
183753,0.0
166113,0.0
225586,0.0
46961,1.0
368411,0.0
218744,0.0
73077,0.0
44138,0.0
285904,1.0
245723,0.0
101887,0.0
316253,0.0
159638,1.0
102324,1.0
294657,1.0
61711,1.0
284866,1.0
183685,1.0
47738,0.0
34485,0.0
372885,0.0
342001,0.0
119576,1.0
141859,1.0
174399,1.0
59563,1.0
35243,1.0
208174,1.0
261193,0.0
197227,0.0
10553,0.0
29201,1.0
193418,1.0
132145,0.0
333466,0.0
234453,0.0
71724,1.0
185198,2.0
138941,0.0
95240,0.0
114585,1.0
103795,1.0
163308,1.0
33227,0.0
371167,1.0
269197,1.0
190706,2.0
299989,0.0
260963,0.0
326238,0.0
362121,0.0
50495,1.0
109787,1.0
275160,1.0
133290,0.0
157054,1.0
148401,1.0
269067,0.0
37444,0.0
129349,1.0
328789,0.0
346357,1.0
320247,0.0
19819,2.0
278496,0.0
250858,0.0
253325,1.0
223770,0.0
355356,0.0
177408,1.0
43091,1.0
7115,0.0
298296,0.0
232273,0.0
46937,1.0
19269,0.0
38464,0.0
305887,2.0
92699,1.0
256592,0.0
104052,1.0
305027,0.0
121933,1.0
268999,0.0
98657,0.0
34288,1.0
359651,0.0
241912,1.0
143328,0.0
333679,1.0
260047,1.0
174437,1.0
282532,1.0
101329,0.0
103472,1.0
22148,1.0
21988,0.0
95028,1.0
366362,0.0
140290,0.0
140671,1.0
217793,0.0
184208,0.0
79087,0.0
341699,1.0
333565,0.0
215170,1.0
277063,1.0
16241,0.0
376655,0.0
142374,0.0
232286,0.0
155929,0.0
320598,1.0
211287,0.0
127320,0.0
198761,1.0
237464,0.0
246113,0.0
112447,1.0
306319,1.0
60304,0.0
298433,1.0
10338,0.0
56548,0.0
145973,1.0
295894,0.0
327555,1.0
25780,1.0
234584,1.0
37884,1.0
307584,1.0
51999,1.0
214972,0.0
113534,1.0
134048,1.0
93750,0.0
109058,0.0
260076,1.0
133871,0.0
360455,1.0
359570,1.0
37114,1.0
238743,1.0
344842,1.0
248167,0.0
112378,1.0
77621,1.0
322723,1.0
91602,1.0
13397,0.0
7519,1.0
82783,0.0
159385,1.0
167924,1.0
375535,0.0
193358,1.0
357761,0.0
23864,0.0
177613,2.0
337112,1.0
219923,0.0
216525,0.0
320022,0.0
139237,0.0
161012,0.0
49440,0.0
224086,1.0
196604,1.0
103058,1.0
70805,1.0
256262,0.0
112117,1.0
132680,0.0
192744,0.0
140712,1.0
376574,0.0
357011,1.0
369025,1.0
350313,1.0
9454,1.0
47024,0.0
233056,1.0
50394,1.0
9456,1.0
87101,0.0
29980,0.0
106592,1.0
31988,0.0
259834,1.0
328263,1.0
122104,0.0
343875,0.0
178355,0.0
46313,1.0
85966,0.0
374934,1.0
100448,0.0
185662,0.0
298217,1.0
57047,0.0
63504,1.0
343018,1.0
12815,0.0
212027,1.0
71027,0.0
211670,0.0
181463,0.0
208877,0.0
224877,0.0
298289,0.0
370583,1.0
273959,0.0
189655,0.0
95541,0.0
76227,0.0
85839,1.0
344232,0.0
361623,0.0
176483,1.0
13832,1.0
120074,0.0
240582,1.0
55986,1.0
89945,1.0
367985,0.0
343183,0.0
143108,1.0
126859,0.0
222220,0.0
283907,0.0
15121,0.0
114073,1.0
82378,1.0
376695,0.0
358254,0.0
337390,0.0
26461,1.0
178528,2.0
238379,1.0
25879,1.0
367095,0.0
217066,1.0
186285,1.0
351202,1.0
330149,1.0
17644,1.0
78788,1.0
313020,0.0
96373,1.0
231321,0.0
59892,1.0
311794,0.0
285304,1.0
7587,1.0
58801,0.0
375722,1.0
307640,0.0
221030,1.0
350805,1.0
171897,0.0
60780,0.0
283050,0.0
15682,1.0
341887,0.0
23628,0.0
363845,1.0
142761,0.0
64247,1.0
254390,0.0
82575,1.0
26610,1.0
209566,1.0
294663,0.0
22365,0.0
62357,0.0
138352,0.0
40890,0.0
255120,1.0
350796,0.0
56889,1.0
36938,1.0
25151,1.0
167625,0.0
84495,0.0
293615,0.0
29340,1.0
56544,0.0
101228,0.0
35390,0.0
348394,1.0
367480,1.0
51023,1.0
117558,0.0
293106,1.0
80992,1.0
243306,0.0
216029,1.0
322421,1.0
194735,0.0
229508,1.0
182101,0.0
187251,0.0
37390,1.0
268298,1.0
362793,1.0
332323,1.0
281935,0.0
198083,1.0
292839,1.0
146205,1.0
226738,0.0
256268,0.0
234870,0.0
235982,1.0
226133,0.0
128032,0.0
59385,0.0
195869,0.0
313710,0.0
312113,0.0
136031,1.0
277109,1.0
323147,1.0
237391,1.0
8034,1.0
45699,1.0
18341,0.0
76166,1.0
380500,1.0
109554,1.0
186706,1.0
279246,0.0
208605,1.0
57480,1.0
63873,2.0
237015,0.0
74262,0.0
283346,1.0
158800,1.0
86596,0.0
137031,0.0
189706,1.0
108664,0.0
234444,0.0
343687,0.0
233614,1.0
304780,1.0
122492,0.0
369723,1.0
79860,0.0
343065,0.0
212181,1.0
281714,1.0
221962,0.0
252812,1.0
342282,0.0
12975,1.0
95156,1.0
130576,1.0
1568,0.0
133574,1.0
28866,0.0
292940,0.0
264549,1.0
45208,0.0
363310,1.0
298998,1.0
219176,0.0
354829,0.0
67045,1.0
366950,0.0
163880,1.0
174862,0.0
110264,1.0
104210,0.0
282337,1.0
285094,1.0
4457,1.0
113421,1.0
82813,0.0
227056,0.0
336942,1.0
357422,1.0
158668,1.0
211632,0.0
243775,0.0
357256,0.0
194383,1.0
141567,0.0
370821,1.0
325662,1.0
88117,2.0
89394,0.0
342694,0.0
180861,1.0
224122,1.0
264923,0.0
136162,0.0
56323,0.0
198272,0.0
370774,0.0
232811,0.0
5327,1.0
316828,0.0
198233,1.0
61667,1.0
290333,1.0
104198,0.0
359383,1.0
72821,1.0
92623,2.0
157581,1.0
128475,1.0
16288,1.0
343153,0.0
103406,0.0
84882,1.0
268151,0.0
232070,1.0
103646,0.0
50830,1.0
333317,1.0
210927,0.0
179597,1.0
43317,1.0
6461,0.0
170869,1.0
359589,1.0
261718,1.0
339128,0.0
42934,0.0
151128,1.0
166198,1.0
366637,1.0
71239,1.0
289663,1.0
162690,1.0
105609,0.0
52147,0.0
112858,0.0
118170,1.0
380606,1.0
326322,0.0
144787,1.0
100169,1.0
361786,0.0
200616,1.0
292807,0.0
194372,1.0
242732,1.0
335511,1.0
29820,1.0
374535,1.0
269533,0.0
130182,0.0
27644,1.0
212897,0.0
68089,1.0
50414,1.0
273597,0.0
336272,0.0
326865,1.0
218519,0.0
189093,1.0
371105,1.0
25206,1.0
81141,1.0
130006,0.0
134976,1.0
306193,0.0
154338,0.0
292187,0.0
300500,1.0
360732,1.0
62895,0.0
143538,1.0
317864,1.0
282794,0.0
186985,1.0
274701,0.0
342194,1.0
272986,1.0
97167,0.0
48758,0.0
270052,0.0
271497,1.0
59966,0.0
376345,1.0
66386,1.0
41342,0.0
182179,1.0
108073,0.0
34525,0.0
16434,1.0
30579,1.0
113705,0.0
27956,0.0
282599,1.0
339143,1.0
21851,0.0
380583,0.0
22506,1.0
240047,0.0
152015,0.0
355263,1.0
137842,0.0
358458,1.0
108507,1.0
208340,0.0
333796,2.0
125514,0.0
37937,1.0
185371,0.0
251614,0.0
20875,0.0
133335,0.0
232676,0.0
13287,0.0
136526,1.0
211780,0.0
19282,0.0
260525,0.0
196199,0.0
47260,0.0
294910,0.0
330100,1.0
265399,1.0
355962,1.0
302217,0.0
354299,1.0
215102,1.0
246438,1.0
55605,0.0
357316,1.0
159603,1.0
277443,0.0
304588,0.0
243759,1.0
39374,0.0
